type,game_id,home_team,away_team,week,season,state_of_game,game_url,home_score,away_score
reg,2015091000,NE,PIT,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015091000/2015091000_gtd.json,28,21
reg,2015091300,CHI,GB,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015091300/2015091300_gtd.json,23,31
reg,2015091306,HOU,KC,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015091306/2015091306_gtd.json,20,27
reg,2015091305,NYJ,CLE,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015091305/2015091305_gtd.json,31,10
reg,2015091304,BUF,IND,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015091304/2015091304_gtd.json,27,14
reg,2015091303,WAS,MIA,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015091303/2015091303_gtd.json,10,17
reg,2015091302,JAC,CAR,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015091302/2015091302_gtd.json,9,20
reg,2015091301,STL,SEA,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015091301/2015091301_gtd.json,34,31
reg,2015091307,ARI,NO,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015091307/2015091307_gtd.json,31,19
reg,2015091308,SD,DET,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015091308/2015091308_gtd.json,33,28
reg,2015091311,TB,TEN,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015091311/2015091311_gtd.json,14,42
reg,2015091310,OAK,CIN,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015091310/2015091310_gtd.json,13,33
reg,2015091309,DEN,BAL,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015091309/2015091309_gtd.json,19,13
reg,2015091312,DAL,NYG,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015091312/2015091312_gtd.json,27,26
reg,2015091400,ATL,PHI,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015091400/2015091400_gtd.json,26,24
reg,2015091401,SF,MIN,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015091401/2015091401_gtd.json,20,3
reg,2015091700,KC,DEN,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015091700/2015091700_gtd.json,24,31
reg,2015092000,CAR,HOU,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092000/2015092000_gtd.json,24,17
reg,2015092009,PIT,SF,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092009/2015092009_gtd.json,43,18
reg,2015092008,NO,TB,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092008/2015092008_gtd.json,19,26
reg,2015092007,MIN,DET,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092007/2015092007_gtd.json,26,16
reg,2015092006,CHI,ARI,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092006/2015092006_gtd.json,23,48
reg,2015092001,BUF,NE,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092001/2015092001_gtd.json,32,40
reg,2015092002,CIN,SD,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092002/2015092002_gtd.json,24,19
reg,2015092003,CLE,TEN,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092003/2015092003_gtd.json,28,14
reg,2015092004,NYG,ATL,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092004/2015092004_gtd.json,20,24
reg,2015092005,WAS,STL,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092005/2015092005_gtd.json,24,10
reg,2015092011,JAC,MIA,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092011/2015092011_gtd.json,23,20
reg,2015092010,OAK,BAL,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092010/2015092010_gtd.json,37,33
reg,2015092012,PHI,DAL,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092012/2015092012_gtd.json,10,20
reg,2015092013,GB,SEA,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092013/2015092013_gtd.json,27,17
reg,2015092100,IND,NYJ,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092100/2015092100_gtd.json,7,20
reg,2015092400,NYG,WAS,3,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092400/2015092400_gtd.json,32,21
reg,2015092700,DAL,ATL,3,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092700/2015092700_gtd.json,28,39
reg,2015092709,TEN,IND,3,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092709/2015092709_gtd.json,33,35
reg,2015092708,CLE,OAK,3,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092708/2015092708_gtd.json,20,27
reg,2015092707,BAL,CIN,3,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092707/2015092707_gtd.json,24,28
reg,2015092706,NE,JAC,3,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092706/2015092706_gtd.json,51,17
reg,2015092701,CAR,NO,3,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092701/2015092701_gtd.json,27,22
reg,2015092702,NYJ,PHI,3,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092702/2015092702_gtd.json,17,24
reg,2015092703,HOU,TB,3,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092703/2015092703_gtd.json,19,9
reg,2015092704,MIN,SD,3,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092704/2015092704_gtd.json,31,14
reg,2015092705,STL,PIT,3,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092705/2015092705_gtd.json,6,12
reg,2015092710,ARI,SF,3,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092710/2015092710_gtd.json,47,7
reg,2015092712,MIA,BUF,3,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092712/2015092712_gtd.json,14,41
reg,2015092711,SEA,CHI,3,2015,POST,http://www.nfl.com/liveupdate/game-center/2015092711/2015092711_gtd.json,26,0
