season,season_type,full_player_name,abbr_player_name,team,position,gsis_id
2017,reg,A.J. Derby,A.Derby,MIA,TE,00-0031609
2017,reg,A.J. Green,A.Green,CIN,WR,00-0027942
2017,reg,Aaron Jones,A.Jones,GB,RB,00-0033293
2017,reg,Aaron Ripkowski,A.Ripkowski,GB,FB,00-0031612
2017,reg,Aaron Rodgers,A.Rodgers,GB,QB,00-0023459
2017,reg,Adam Humphries,A.Humphries,TB,WR,00-0032009
2017,reg,Adam Shaheen,A.Shaheen,CHI,TE,00-0033896
2017,reg,Adam Thielen,A.Thielen,MIN,WR,00-0030035
2017,reg,Adrian Peterson,A.Peterson,ARI,RB,00-0025394
2017,reg,AJ McCarron,A.McCarron,CIN,QB,00-0031288
2017,reg,Akeem Hunt,A.Hunt,KC,RB,00-0031743
2017,reg,Alan Cross,A.Cross,TB,TE,00-0032745
2017,reg,Albert Wilson,A.Wilson,KC,WR,00-0030669
2017,reg,Aldrick Robinson,A.Robinson,SF,WR,00-0028116
2017,reg,Alex Collins,A.Collins,BAL,RB,00-0032426
2017,reg,Alex Erickson,A.Erickson,CIN,WR,00-0032543
2017,reg,Alex Smith,A.Smith,KC,QB,00-0023436
2017,reg,Alfred Blue,A.Blue,HOU,RB,00-0031075
2017,reg,Alfred Morris,A.Morris,DAL,RB,00-0029141
2017,reg,Allen Hurns,A.Hurns,JAX,WR,00-0030821
2017,reg,Allen Robinson,A.Robinson,JAX,WR,00-0031428
2017,reg,Alshon Jeffery,A.Jeffery,PHI,WR,00-0029137
2017,reg,Alvin Kamara,A.Kamara,NO,RB,00-0033906
2017,reg,Amara Darboh,A.Darboh,SEA,WR,00-0033937
2017,reg,Amari Cooper,A.Cooper,OAK,WR,00-0031544
2017,reg,Ameer Abdullah,A.Abdullah,DET,RB,00-0032104
2017,reg,Andre Ellington,A.Ellington,HOU,RB,00-0030287
2017,reg,Andre Holmes,A.Holmes,BUF,WR,00-0028263
2017,reg,Andre Roberts,A.Roberts,ATL,WR,00-0027691
2017,reg,Andre Williams,A.Williams,LAC,RB,00-0031055
2017,reg,Andy Dalton,A.Dalton,CIN,QB,00-0027973
2017,reg,Andy Janovich,A.Janovich,DEN,FB,00-0032956
2017,reg,Anthony Fasano,A.Fasano,MIA,TE,00-0024268
2017,reg,Anthony Sherman,A.Sherman,KC,FB,00-0028074
2017,reg,Antonio Brown,A.Brown,PIT,WR,00-0027793
2017,reg,Antonio Gates,A.Gates,LAC,TE,00-0021547
2017,reg,Antony Auclair,A.Auclair,TB,TE,00-0033421
2017,reg,ArDarius Stewart,A.Stewart,NYJ,WR,00-0033916
2017,reg,Arrelious Benn,A.Benn,JAX,WR,00-0027654
2017,reg,Austin Ekeler,A.Ekeler,LAC,RB,00-0033699
2017,reg,Austin Hooper,A.Hooper,ATL,TE,00-0032392
2017,reg,Austin Seferian-Jenkins,A.Seferian-Jenkins,NYJ,TE,00-0031418
2017,reg,Austin Traylor,A.Traylor,DEN,TE,00-0033043
2017,reg,Ben Koyack,B.Koyack,JAX,TE,00-0032139
2017,reg,Ben Roethlisberger,B.Roethlisberger,PIT,QB,00-0022924
2017,reg,Benjamin Watson,B.Watson,BAL,TE,00-0022943
2017,reg,Bennie Fowler,B.Fowler,DEN,WR,00-0030670
2017,reg,Benny Cunningham,B.Cunningham,CHI,RB,00-0029795
2017,reg,Bilal Powell,B.Powell,NYJ,RB,00-0028064
2017,reg,Blaine Gabbert,B.Gabbert,ARI,QB,00-0027948
2017,reg,Blake Bell,B.Bell,MIN,TE,00-0032062
2017,reg,Blake Bortles,B.Bortles,JAX,QB,00-0031407
2017,reg,Bobby Rainey,B.Rainey,BAL,RB,00-0029384
2017,reg,Bobo Wilson,B.Wilson,TB,WR,00-0033434
2017,reg,Branden Oliver,B.Oliver,LAC,RB,00-0031277
