type,game_id,home_team,away_team,week,season,state_of_game,game_url,home_score,away_score
pre,2014080300,BUF,NYG,0,2014,POST,http://www.nfl.com/liveupdate/game-center/2014080300/2014080300_gtd.json,13,17
pre,2014080700,NYJ,IND,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014080700/2014080700_gtd.json,13,10
pre,2014080701,BAL,SF,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014080701/2014080701_gtd.json,23,3
pre,2014080702,WAS,NE,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014080702/2014080702_gtd.json,23,6
pre,2014080703,KC,CIN,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014080703/2014080703_gtd.json,41,39
pre,2014080704,DEN,SEA,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014080704/2014080704_gtd.json,21,16
pre,2014080705,SD,DAL,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014080705/2014080705_gtd.json,27,7
pre,2014080800,ATL,MIA,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014080800/2014080800_gtd.json,16,10
pre,2014080801,CAR,BUF,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014080801/2014080801_gtd.json,18,20
pre,2014080802,JAC,TB,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014080802/2014080802_gtd.json,16,10
pre,2014080803,CHI,PHI,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014080803/2014080803_gtd.json,34,28
pre,2014080804,MIN,OAK,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014080804/2014080804_gtd.json,10,6
pre,2014080805,STL,NO,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014080805/2014080805_gtd.json,24,26
pre,2014080900,DET,CLE,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014080900/2014080900_gtd.json,13,12
pre,2014080901,NYG,PIT,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014080901/2014080901_gtd.json,20,16
pre,2014080902,TEN,GB,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014080902/2014080902_gtd.json,20,16
pre,2014080903,ARI,HOU,1,2014,POST,http://www.nfl.com/liveupdate/game-center/2014080903/2014080903_gtd.json,32,0
pre,2014081400,CHI,JAC,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014081400/2014081400_gtd.json,20,19
pre,2014081501,NE,PHI,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014081501/2014081501_gtd.json,42,35
pre,2014081502,NO,TEN,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014081502/2014081502_gtd.json,31,24
pre,2014081503,OAK,DET,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014081503/2014081503_gtd.json,27,26
pre,2014081504,SEA,SD,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014081504/2014081504_gtd.json,41,14
pre,2014081600,STL,GB,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014081600/2014081600_gtd.json,7,21
pre,2014081607,IND,NYG,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014081607/2014081607_gtd.json,26,27
pre,2014081601,CIN,NYJ,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014081601/2014081601_gtd.json,17,25
pre,2014081602,DAL,BAL,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014081602/2014081602_gtd.json,30,37
pre,2014081604,TB,MIA,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014081604/2014081604_gtd.json,14,20
pre,2014081603,PIT,BUF,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014081603/2014081603_gtd.json,19,16
pre,2014081605,HOU,ATL,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014081605/2014081605_gtd.json,32,7
pre,2014081606,MIN,ARI,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014081606/2014081606_gtd.json,30,28
pre,2014081700,SF,DEN,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014081700/2014081700_gtd.json,0,34
pre,2014081701,CAR,KC,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014081701/2014081701_gtd.json,28,16
pre,2014081800,WAS,CLE,2,2014,POST,http://www.nfl.com/liveupdate/game-center/2014081800/2014081800_gtd.json,24,23
pre,2014082100,PHI,PIT,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082100/2014082100_gtd.json,31,21
pre,2014082200,DET,JAC,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082200/2014082200_gtd.json,13,12
pre,2014082201,NE,CAR,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082201/2014082201_gtd.json,30,7
pre,2014082202,NYJ,NYG,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082202/2014082202_gtd.json,24,35
pre,2014082203,GB,OAK,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082203/2014082203_gtd.json,31,21
pre,2014082204,SEA,CHI,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082204/2014082204_gtd.json,34,6
pre,2014082300,BUF,TB,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082300/2014082300_gtd.json,14,27
pre,2014082307,ATL,TEN,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082307/2014082307_gtd.json,17,24
pre,2014082301,MIA,DAL,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082301/2014082301_gtd.json,25,20
pre,2014082302,BAL,WAS,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082302/2014082302_gtd.json,23,17
pre,2014082303,CLE,STL,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082303/2014082303_gtd.json,14,33
pre,2014082304,IND,NO,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082304/2014082304_gtd.json,17,23
pre,2014082305,KC,MIN,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082305/2014082305_gtd.json,12,30
pre,2014082306,DEN,HOU,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082306/2014082306_gtd.json,17,18
pre,2014082400,SF,SD,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082400/2014082400_gtd.json,21,7
pre,2014082401,ARI,CIN,3,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082401/2014082401_gtd.json,13,19
pre,2014082800,JAC,ATL,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082800/2014082800_gtd.json,14,24
pre,2014082801,BUF,DET,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082801/2014082801_gtd.json,0,23
pre,2014082802,CIN,IND,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082802/2014082802_gtd.json,35,7
pre,2014082803,GB,KC,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082803/2014082803_gtd.json,34,14
pre,2014082804,MIA,STL,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082804/2014082804_gtd.json,14,13
pre,2014082805,PHI,NYJ,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082805/2014082805_gtd.json,37,7
pre,2014082806,NYG,NE,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082806/2014082806_gtd.json,16,13
pre,2014082807,PIT,CAR,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082807/2014082807_gtd.json,0,10
pre,2014082808,TB,WAS,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082808/2014082808_gtd.json,10,24
pre,2014082809,CLE,CHI,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082809/2014082809_gtd.json,33,13
pre,2014082810,DAL,DEN,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082810/2014082810_gtd.json,3,27
pre,2014082811,HOU,SF,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082811/2014082811_gtd.json,13,40
pre,2014082812,NO,BAL,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082812/2014082812_gtd.json,13,22
pre,2014082813,TEN,MIN,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082813/2014082813_gtd.json,3,19
pre,2014082814,OAK,SEA,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082814/2014082814_gtd.json,41,31
pre,2014082815,SD,ARI,4,2014,POST,http://www.nfl.com/liveupdate/game-center/2014082815/2014082815_gtd.json,12,9
