type,game_id,home_team,away_team,week,season,state_of_game,game_url,home_score,away_score
pre,2015080951,MIN,PIT,0,2015,POST,http://www.nfl.com/liveupdate/game-center/2015080951/2015080951_gtd.json,14,3
pre,2015081351,BAL,NO,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015081351/2015081351_gtd.json,30,27
pre,2015081352,DET,NYJ,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015081352/2015081352_gtd.json,23,3
pre,2015081353,NE,GB,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015081353/2015081353_gtd.json,11,22
pre,2015081354,CLE,WAS,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015081354/2015081354_gtd.json,17,20
pre,2015081355,CHI,MIA,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015081355/2015081355_gtd.json,27,10
pre,2015081356,SD,DAL,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015081356/2015081356_gtd.json,17,7
pre,2015081451,ATL,TEN,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015081451/2015081451_gtd.json,31,24
pre,2015081452,BUF,CAR,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015081452/2015081452_gtd.json,24,25
pre,2015081453,CIN,NYG,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015081453/2015081453_gtd.json,23,10
pre,2015081454,JAC,PIT,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015081454/2015081454_gtd.json,23,21
pre,2015081455,OAK,STL,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015081455/2015081455_gtd.json,18,3
pre,2015081456,SEA,DEN,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015081456/2015081456_gtd.json,20,22
pre,2015081551,MIN,TB,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015081551/2015081551_gtd.json,26,16
pre,2015081552,HOU,SF,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015081552/2015081552_gtd.json,23,10
pre,2015081553,ARI,KC,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015081553/2015081553_gtd.json,19,34
pre,2015081651,PHI,IND,1,2015,POST,http://www.nfl.com/liveupdate/game-center/2015081651/2015081651_gtd.json,36,10
pre,2015082051,WAS,DET,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015082051/2015082051_gtd.json,21,17
pre,2015082052,CLE,BUF,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015082052/2015082052_gtd.json,10,11
pre,2015082151,NYJ,ATL,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015082151/2015082151_gtd.json,30,22
pre,2015082152,KC,SEA,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015082152/2015082152_gtd.json,14,13
pre,2015082251,CAR,MIA,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015082251/2015082251_gtd.json,31,30
pre,2015082252,PHI,BAL,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015082252/2015082252_gtd.json,40,17
pre,2015082253,IND,CHI,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015082253/2015082253_gtd.json,11,23
pre,2015082254,NO,NE,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015082254/2015082254_gtd.json,24,26
pre,2015082255,NYG,JAC,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015082255/2015082255_gtd.json,22,12
pre,2015082256,HOU,DEN,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015082256/2015082256_gtd.json,10,14
pre,2015082257,MIN,OAK,2,2015,POST,http://www.nfl.com/liveupdate/game-center/2015082257/2015082257_gtd.json,20,12
