type,game_id,home_team,away_team,week,season,state_of_game,game_url,home_score,away_score
pre,2012080551,NO,ARI,0,2012,POST,http://www.nfl.com/liveupdate/game-center/2012080551/2012080551_gtd.json,17,10
pre,2012080951,BUF,WAS,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012080951/2012080951_gtd.json,6,7
pre,2012080952,ATL,BAL,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012080952/2012080952_gtd.json,17,31
pre,2012080953,NE,NO,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012080953/2012080953_gtd.json,7,6
pre,2012080954,PHI,PIT,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012080954/2012080954_gtd.json,24,23
pre,2012080955,SD,GB,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012080955/2012080955_gtd.json,21,13
pre,2012080956,CHI,DEN,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012080956/2012080956_gtd.json,3,31
pre,2012081051,CIN,NYJ,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081051/2012081051_gtd.json,17,6
pre,2012081052,DET,CLE,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081052/2012081052_gtd.json,17,19
pre,2012081054,JAC,NYG,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081054/2012081054_gtd.json,32,31
pre,2012081053,MIA,TB,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081053/2012081053_gtd.json,7,20
pre,2012081055,KC,ARI,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081055/2012081055_gtd.json,27,17
pre,2012081056,SF,MIN,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081056/2012081056_gtd.json,17,6
pre,2012081151,CAR,HOU,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081151/2012081151_gtd.json,13,26
pre,2012081152,SEA,TEN,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081152/2012081152_gtd.json,27,17
pre,2012081251,IND,STL,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081251/2012081251_gtd.json,38,3
pre,2012081351,OAK,DAL,1,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081351/2012081351_gtd.json,0,3
pre,2012081651,ATL,CIN,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081651/2012081651_gtd.json,19,24
pre,2012081652,GB,CLE,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081652/2012081652_gtd.json,10,35
pre,2012081751,TB,TEN,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081751/2012081751_gtd.json,7,30
pre,2012081752,BAL,DET,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081752/2012081752_gtd.json,12,27
pre,2012081753,CAR,MIA,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081753/2012081753_gtd.json,23,17
pre,2012081754,MIN,BUF,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081754/2012081754_gtd.json,36,14
pre,2012081755,NO,JAC,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081755/2012081755_gtd.json,24,27
pre,2012081756,ARI,OAK,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081756/2012081756_gtd.json,31,27
pre,2012081851,NYJ,NYG,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081851/2012081851_gtd.json,3,26
pre,2012081852,CHI,WAS,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081852/2012081852_gtd.json,33,31
pre,2012081853,HOU,SF,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081853/2012081853_gtd.json,20,9
pre,2012081854,STL,KC,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081854/2012081854_gtd.json,31,17
pre,2012081855,DEN,SEA,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081855/2012081855_gtd.json,10,30
pre,2012081856,SD,DAL,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081856/2012081856_gtd.json,28,20
pre,2012081951,PIT,IND,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012081951/2012081951_gtd.json,26,24
pre,2012082051,NE,PHI,2,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082051/2012082051_gtd.json,17,27
pre,2012082351,CIN,GB,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082351/2012082351_gtd.json,13,27
pre,2012082352,BAL,JAC,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082352/2012082352_gtd.json,48,17
pre,2012082353,TEN,ARI,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082353/2012082353_gtd.json,32,27
pre,2012082451,CLE,PHI,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082451/2012082451_gtd.json,10,27
pre,2012082452,MIA,ATL,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082452/2012082452_gtd.json,6,23
pre,2012082453,TB,NE,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082453/2012082453_gtd.json,30,28
pre,2012082454,NYG,CHI,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082454/2012082454_gtd.json,17,20
pre,2012082455,MIN,SD,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082455/2012082455_gtd.json,10,12
pre,2012082456,KC,SEA,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082456/2012082456_gtd.json,14,44
pre,2012082551,WAS,IND,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082551/2012082551_gtd.json,30,17
pre,2012082552,BUF,PIT,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082552/2012082552_gtd.json,7,38
pre,2012082553,OAK,DET,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082553/2012082553_gtd.json,31,20
pre,2012082554,NO,HOU,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082554/2012082554_gtd.json,34,27
pre,2012082555,DAL,STL,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082555/2012082555_gtd.json,20,19
pre,2012082651,DEN,SF,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082651/2012082651_gtd.json,24,29
pre,2012082652,NYJ,CAR,3,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082652/2012082652_gtd.json,12,17
pre,2012082952,WAS,TB,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082952/2012082952_gtd.json,30,3
pre,2012082951,NYG,NE,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082951/2012082951_gtd.json,6,3
pre,2012082953,DAL,MIA,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012082953/2012082953_gtd.json,30,13
pre,2012083051,JAC,ATL,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012083051/2012083051_gtd.json,24,14
pre,2012083052,PHI,NYJ,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012083052/2012083052_gtd.json,28,10
pre,2012083054,GB,KC,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012083054/2012083054_gtd.json,24,3
pre,2012083053,DET,BUF,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012083053/2012083053_gtd.json,38,32
pre,2012083055,HOU,MIN,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012083055/2012083055_gtd.json,28,24
pre,2012083060,STL,BAL,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012083060/2012083060_gtd.json,31,17
pre,2012083058,PIT,CAR,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012083058/2012083058_gtd.json,17,16
pre,2012083057,TEN,NO,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012083057/2012083057_gtd.json,10,6
pre,2012083056,IND,CIN,4,2012,POST,http://www.nfl.com/liveupdate/game-center/2012083056/2012083056_gtd.json,20,16
