"","play_id","game_id","home_team","away_team","posteam","posteam_type","defteam","side_of_field","yardline_100","game_date","quarter_seconds_remaining","half_seconds_remaining","game_seconds_remaining","game_half","quarter_end","drive","sp","qtr","down","goal_to_go","time","yrdln","ydstogo","ydsnet","desc","play_type","yards_gained","shotgun","no_huddle","qb_dropback","qb_kneel","qb_spike","qb_scramble","pass_length","pass_location","air_yards","yards_after_catch","run_location","run_gap","field_goal_result","kick_distance","extra_point_result","two_point_conv_result","home_timeouts_remaining","away_timeouts_remaining","timeout","timeout_team","td_team","posteam_timeouts_remaining","defteam_timeouts_remaining","total_home_score","total_away_score","posteam_score","defteam_score","score_differential","posteam_score_post","defteam_score_post","score_differential_post","no_score_prob","opp_fg_prob","opp_safety_prob","opp_td_prob","fg_prob","safety_prob","td_prob","extra_point_prob","two_point_conversion_prob","ep","epa","total_home_epa","total_away_epa","total_home_rush_epa","total_away_rush_epa","total_home_pass_epa","total_away_pass_epa","air_epa","yac_epa","comp_air_epa","comp_yac_epa","total_home_comp_air_epa","total_away_comp_air_epa","total_home_comp_yac_epa","total_away_comp_yac_epa","total_home_raw_air_epa","total_away_raw_air_epa","total_home_raw_yac_epa","total_away_raw_yac_epa","wp","def_wp","home_wp","away_wp","wpa","home_wp_post","away_wp_post","total_home_rush_wpa","total_away_rush_wpa","total_home_pass_wpa","total_away_pass_wpa","air_wpa","yac_wpa","comp_air_wpa","comp_yac_wpa","total_home_comp_air_wpa","total_away_comp_air_wpa","total_home_comp_yac_wpa","total_away_comp_yac_wpa","total_home_raw_air_wpa","total_away_raw_air_wpa","total_home_raw_yac_wpa","total_away_raw_yac_wpa","punt_blocked","first_down_rush","first_down_pass","first_down_penalty","third_down_converted","third_down_failed","fourth_down_converted","fourth_down_failed","incomplete_pass","touchback","interception","punt_inside_twenty","punt_in_endzone","punt_out_of_bounds","punt_downed","punt_fair_catch","kickoff_inside_twenty","kickoff_in_endzone","kickoff_out_of_bounds","kickoff_downed","kickoff_fair_catch","fumble_forced","fumble_not_forced","fumble_out_of_bounds","solo_tackle","safety","penalty","tackled_for_loss","fumble_lost","own_kickoff_recovery","own_kickoff_recovery_td","qb_hit","rush_attempt","pass_attempt","sack","touchdown","pass_touchdown","rush_touchdown","return_touchdown","extra_point_attempt","two_point_attempt","field_goal_attempt","kickoff_attempt","punt_attempt","fumble","complete_pass","assist_tackle","lateral_reception","lateral_rush","lateral_return","lateral_recovery","passer_player_id","passer_player_name","receiver_player_id","receiver_player_name","rusher_player_id","rusher_player_name","lateral_receiver_player_id","lateral_receiver_player_name","lateral_rusher_player_id","lateral_rusher_player_name","lateral_sack_player_id","lateral_sack_player_name","interception_player_id","interception_player_name","lateral_interception_player_id","lateral_interception_player_name","punt_returner_player_id","punt_returner_player_name","lateral_punt_returner_player_id","lateral_punt_returner_player_name","kickoff_returner_player_name","kickoff_returner_player_id","lateral_kickoff_returner_player_id","lateral_kickoff_returner_player_name","punter_player_id","punter_player_name","kicker_player_name","kicker_player_id","own_kickoff_recovery_player_id","own_kickoff_recovery_player_name","blocked_player_id","blocked_player_name","tackle_for_loss_1_player_id","tackle_for_loss_1_player_name","tackle_for_loss_2_player_id","tackle_for_loss_2_player_name","qb_hit_1_player_id","qb_hit_1_player_name","qb_hit_2_player_id","qb_hit_2_player_name","forced_fumble_player_1_team","forced_fumble_player_1_player_id","forced_fumble_player_1_player_name","forced_fumble_player_2_team","forced_fumble_player_2_player_id","forced_fumble_player_2_player_name","solo_tackle_1_team","solo_tackle_2_team","solo_tackle_1_player_id","solo_tackle_2_player_id","solo_tackle_1_player_name","solo_tackle_2_player_name","assist_tackle_1_player_id","assist_tackle_1_player_name","assist_tackle_1_team","assist_tackle_2_player_id","assist_tackle_2_player_name","assist_tackle_2_team","assist_tackle_3_player_id","assist_tackle_3_player_name","assist_tackle_3_team","assist_tackle_4_player_id","assist_tackle_4_player_name","assist_tackle_4_team","pass_defense_1_player_id","pass_defense_1_player_name","pass_defense_2_player_id","pass_defense_2_player_name","fumbled_1_team","fumbled_1_player_id","fumbled_1_player_name","fumbled_2_player_id","fumbled_2_player_name","fumbled_2_team","fumble_recovery_1_team","fumble_recovery_1_yards","fumble_recovery_1_player_id","fumble_recovery_1_player_name","fumble_recovery_2_team","fumble_recovery_2_yards","fumble_recovery_2_player_id","fumble_recovery_2_player_name","return_team","return_yards","penalty_team","penalty_player_id","penalty_player_name","penalty_yards","replay_or_challenge","replay_or_challenge_result","penalty_type","defensive_two_point_attempt","defensive_two_point_conv","defensive_extra_point_attempt","defensive_extra_point_conv"
"1","37","2020012600","APR","NPR","NPR","away","APR","NPR",75,2020-01-26,900,1800,3600,"Half1",0,1,0,1,"1",0,"15:00","NPR 25",10,4,"(15:00) (Shotgun) D.Brees pass incomplete short right to A.Cooper.","pass",0,1,0,1,0,0,0,"short","right",7,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,NA,NA,NA,0,0,0,0.00137367959113161,0.162631509518862,0.00444072635822802,0.25417863378643,0.23308117414857,0.00365571302658065,0.340638563570199,0,0,0.814998475712213,-0.765278035535291,0.765278035535291,-0.765278035535291,0,0,0.765278035535291,-0.765278035535291,-0.0785481936211121,-0.686729841914179,0,0,0,0,0,0,0.0785481936211121,-0.0785481936211121,0.686729841914179,-0.686729841914179,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"00-0020531","D.Brees","00-0031544","A.Cooper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"2","79","2020012600","APR","NPR","NPR","away","APR","NPR",75,2020-01-26,876,1776,3576,"Half1",0,1,0,1,"2",0,"14:36","NPR 25",10,4,"(14:36) (Shotgun) PENALTY on NPR-A.Peat, False Start, 5 yards, enforced at NPR 25 - No Play.","no_play",0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.00154989525510234,0.188503717126879,0.00569707331854697,0.295075101590363,0.213039388514603,0.00398209711563085,0.292152727078875,0,0,0.0497204401769222,-0.698027440588778,1.46330547612407,-1.46330547612407,0,0,0.765278035535291,-0.765278035535291,NA,NA,0,0,0,0,0,0,0.0785481936211121,-0.0785481936211121,0.686729841914179,-0.686729841914179,0.479143363100802,0.520856636899198,0.520856636899198,0.479143363100802,-0.0192070934283131,0.540063730327511,0.459936269672489,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"NPR","00-0032203","A.Peat",5,0,NA,"False Start",0,0,0,0
"3","102","2020012600","APR","NPR","NPR","away","APR","NPR",80,2020-01-26,857,1757,3557,"Half1",0,1,0,1,"2",0,"14:17","NPR 20",15,4,"(14:17) (Shotgun) D.Brees pass short left to J.Cook to NPR 29 for 9 yards (J.Adams).","pass",9,1,0,1,0,0,0,"short","left",5,4,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.00178382348539794,0.211291177840466,0.00868727362026158,0.33304901457051,0.190656929756895,0.0038818144024652,0.250649966324004,0,0,-0.648307000411855,0.418015232535335,1.04529024358873,-1.04529024358873,0,0,0.347262802999956,-0.347262802999956,-0.535462468402758,0.953477700938093,-0.535462468402758,0.953477700938093,0.535462468402758,-0.535462468402758,-0.953477700938093,0.953477700938093,0.61401066202387,-0.61401066202387,-0.266747859023915,0.266747859023915,0.459936269672489,0.540063730327511,0.540063730327511,0.459936269672489,0.0145568170724789,0.525506913255032,0.474493086744968,0,0,-0.0145568170724789,0.0145568170724789,-0.0154447878477576,0.0300016049202365,-0.0154447878477576,0.0300016049202365,0.0154447878477576,-0.0154447878477576,-0.0300016049202365,0.0300016049202365,0.0154447878477576,-0.0154447878477576,-0.0300016049202365,0.0300016049202365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"00-0020531","D.Brees","00-0027061","J.Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"APR",NA,"00-0033872",NA,"J.Adams",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"4","126","2020012600","APR","NPR","NPR","away","APR","NPR",71,2020-01-26,815,1715,3515,"Half1",0,1,0,1,"3",0,"13:35","NPR 29",6,4,"(13:35) (Shotgun) D.Brees pass incomplete short right to Mi.Thomas (T.White).","pass",0,1,0,1,0,0,0,"short","right",14,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.00185432680580957,0.202648114762389,0.00498795729525353,0.31147344709581,0.190968607860534,0.00428720523424015,0.283780340945963,0,0,-0.23029176787652,-1.69096134701889,2.73625159060763,-2.73625159060763,0,0,2.03822415001885,-2.03822415001885,2.95560111763725,-4.64656246465614,0,0,0.535462468402758,-0.535462468402758,-0.953477700938093,0.953477700938093,-2.34159045561338,2.34159045561338,4.37981460563223,-4.37981460563223,0.474493086744968,0.525506913255032,0.525506913255032,0.474493086744968,-0.049921411179467,0.575428324434499,0.424571675565501,0,0,0.0353645941069881,-0.0353645941069881,0.0891017867976662,-0.139023197977133,0,0,0.0154447878477576,-0.0154447878477576,-0.0300016049202365,0.0300016049202365,-0.0736569989499086,0.0736569989499086,0.109021593056897,-0.109021593056897,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"00-0020531","D.Brees","00-0032765","Mi.Thomas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00-0033884","T.White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"5","148","2020012600","APR","NPR","NPR","away","APR","NPR",71,2020-01-26,809,1709,3509,"Half1",0,1,0,1,"4",0,"13:29","NPR 29",6,4,"(13:29) T.Way punts 42 yards to APR 29, Center-R.Lovato. A.Roberts ran ob at APR 37 for 8 yards (H.Smith).","punt",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.00202341431116051,0.271984885344945,0.0058125145256014,0.406146392966608,0.105592824471091,0.00530138622410942,0.203138582156484,0,0,-1.92125311489541,-0.0268877446822544,2.76313933528988,-2.76313933528988,0,0,2.03822415001885,-2.03822415001885,NA,NA,0,0,0.535462468402758,-0.535462468402758,-0.953477700938093,0.953477700938093,-2.34159045561338,2.34159045561338,4.37981460563223,-4.37981460563223,0.424571675565501,0.575428324434499,0.575428324434499,0.424571675565501,0.0355597982485478,0.539868526185951,0.460131473814049,0,0,0.0353645941069881,-0.0353645941069881,NA,NA,0,0,0.0154447878477576,-0.0154447878477576,-0.0300016049202365,0.0300016049202365,-0.0736569989499086,0.0736569989499086,0.109021593056897,-0.109021593056897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00-0027691","A.Roberts",NA,NA,NA,NA,NA,NA,"00-0030140","T.Way",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPR",NA,"00-0029606",NA,"H.Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"APR",8,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"6","173","2020012600","APR","NPR","APR","home","NPR","APR",63,2020-01-26,797,1697,3497,"Half1",0,2,0,1,"1",0,"13:17","APR 37",10,53,"(13:17) (Shotgun) L.Jackson pass short right to M.Andrews to APR 41 for 4 yards (J.Smith).","pass",4,1,0,1,0,0,0,"short","right",4,0,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.00160557338779299,0.122757560394099,0.00162097916610275,0.190775964391633,0.277326778546327,0.00365701892073968,0.402256125193306,0,0,1.94814085957767,-0.087962953946076,2.6751763813438,-2.6751763813438,0,0,1.95026119607277,-1.95026119607277,-0.087962953946076,0,-0.087962953946076,0,0.447499514456682,-0.447499514456682,-0.953477700938093,0.953477700938093,-2.42955340955946,2.42955340955946,4.37981460563223,-4.37981460563223,0.539868526185951,0.460131473814049,0.539868526185951,0.460131473814049,-0.00115093405786482,0.538717592128086,0.461282407871914,0,0,0.0342136600491232,-0.0342136600491232,-0.00115093405786482,0,-0.00115093405786482,0,0.0142938537898928,-0.0142938537898928,-0.0300016049202365,0.0300016049202365,-0.0748079330077734,0.0748079330077734,0.109021593056897,-0.109021593056897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"00-0034796","L.Jackson","00-0034753","M.Andrews",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPR",NA,"00-0033052",NA,"J.Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"7","203","2020012600","APR","NPR","APR","home","NPR","APR",59,2020-01-26,766,1666,3466,"Half1",0,2,0,1,"2",0,"12:46","APR 41",6,53,"(12:46) (Shotgun) L.Jackson pass short left to K.Allen to NPR 35 for 24 yards (D.Slay).","pass",24,1,0,1,0,0,0,"short","left",5,19,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.00175723262404725,0.125178971722588,0.00160542209975733,0.193674360394583,0.282550484211619,0.00392799350115007,0.391305535446256,0,0,1.86017790563159,1.96742036237619,4.64259674371999,-4.64259674371999,0,0,3.91768155844896,-3.91768155844896,-0.484433351385857,2.45185371376204,-0.484433351385857,2.45185371376204,-0.0369338369291752,0.0369338369291752,1.49837601282395,-1.49837601282395,-2.91398676094532,2.91398676094532,6.83166831939427,-6.83166831939427,0.538717592128086,0.461282407871914,0.538717592128086,0.461282407871914,0.0651925473767662,0.603910139504852,0.396089860495148,0,0,0.0994062074258894,-0.0994062074258894,-0.0143814505852344,0.0795739979620006,-0.0143814505852344,0.0795739979620006,-8.7596795341649e-05,8.7596795341649e-05,0.0495723930417641,-0.0495723930417641,-0.0891893835930078,0.0891893835930078,0.188595591018897,-0.188595591018897,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"00-0034796","L.Jackson","00-0030279","K.Allen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPR",NA,"00-0030062",NA,"D.Slay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"8","227","2020012600","APR","NPR","APR","home","NPR","NPR",35,2020-01-26,727,1627,3427,"Half1",0,2,0,1,"1",0,"12:07","NPR 35",10,53,"(12:07) (Shotgun) N.Chubb right tackle to NPR 30 for 5 yards (J.Smith; G.Jarrett).","run",5,1,0,0,0,0,0,NA,NA,NA,NA,"right","tackle",NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.000995353052015536,0.0547939084498636,0.000133146072152681,0.084580712434426,0.354101721964606,0.00315199990794283,0.502243158118993,0,0,3.82759826800778,-0.0131224613120287,4.62947428240796,-4.62947428240796,-0.0131224613120287,0.0131224613120287,3.91768155844896,-3.91768155844896,NA,NA,0,0,-0.0369338369291752,0.0369338369291752,1.49837601282395,-1.49837601282395,-2.91398676094532,2.91398676094532,6.83166831939427,-6.83166831939427,0.603910139504852,0.396089860495148,0.603910139504852,0.396089860495148,0.000717432253390382,0.604627571758243,0.395372428241757,0.000717432253390382,-0.000717432253390382,0.0994062074258894,-0.0994062074258894,NA,NA,0,0,-8.7596795341649e-05,8.7596795341649e-05,0.0495723930417641,-0.0495723930417641,-0.0891893835930078,0.0891893835930078,0.188595591018897,-0.188595591018897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,"00-0034791","N.Chubb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00-0033052","J.Smith","NPR","00-0031583","G.Jarrett","NPR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"9","248","2020012600","APR","NPR","APR","home","NPR","NPR",30,2020-01-26,694,1594,3394,"Half1",0,2,0,1,"2",0,"11:34","NPR 30",5,53,"(11:34) (Shotgun) L.Jackson pass short middle to M.Andrews to NPR 24 for 6 yards (J.Smith).","pass",6,1,0,1,0,0,0,"short","middle",5,1,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.00105087443457411,0.0510823894149164,0.000156980325310121,0.0790117144867404,0.386024768521733,0.00313365565679578,0.47953961715993,0,0,3.81447580669575,0.467611674735488,5.09708595714345,-5.09708595714345,-0.0131224613120287,0.0131224613120287,4.38529323318445,-4.38529323318445,0.725640166747633,-0.258028492012145,0.725640166747633,-0.258028492012145,0.688706329818458,-0.688706329818458,1.2403475208118,-1.2403475208118,-2.18834659419768,2.18834659419768,6.57363982738213,-6.57363982738213,0.604627571758243,0.395372428241757,0.604627571758243,0.395372428241757,0.0171140862689061,0.621741658027149,0.378258341972851,0.000717432253390382,-0.000717432253390382,0.116520293694795,-0.116520293694795,0.0251796809615912,-0.00806559469268509,0.0251796809615912,-0.00806559469268509,0.0250920841662495,-0.0250920841662495,0.041506798349079,-0.041506798349079,-0.0640097026314166,0.0640097026314166,0.180529996326212,-0.180529996326212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"00-0034796","L.Jackson","00-0034753","M.Andrews",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPR",NA,"00-0033052",NA,"J.Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"10","272","2020012600","APR","NPR","APR","home","NPR","NPR",24,2020-01-26,658,1558,3358,"Half1",0,2,0,1,"1",0,"10:58","NPR 24",10,53,"(10:58) (Shotgun) N.Chubb left end to NPR 21 for 3 yards (K.Clark).","run",3,1,0,0,0,0,0,NA,NA,NA,NA,"left","end",NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.000933236633699868,0.0381506223397003,4.76466258972183e-05,0.0586414421179339,0.373564415593864,0.0028413934152514,0.525821243273654,0,0,4.28208748143124,-0.229145909849206,4.86794004729424,-4.86794004729424,-0.242268371161234,0.242268371161234,4.38529323318445,-4.38529323318445,NA,NA,0,0,0.688706329818458,-0.688706329818458,1.2403475208118,-1.2403475208118,-2.18834659419768,2.18834659419768,6.57363982738213,-6.57363982738213,0.621741658027149,0.378258341972851,0.621741658027149,0.378258341972851,-0.0068842823477786,0.61485737567937,0.38514262432063,-0.00616685009438822,0.00616685009438822,0.116520293694795,-0.116520293694795,NA,NA,0,0,0.0250920841662495,-0.0250920841662495,0.041506798349079,-0.041506798349079,-0.0640097026314166,0.0640097026314166,0.180529996326212,-0.180529996326212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"00-0034791","N.Chubb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NPR",NA,"00-0033120",NA,"K.Clark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
